,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
492,BeeP-11-2013_NODE_127_length_7197_cov_8_221067,Unassigned,Unassigned,Unassigned,145_0,Clustered,5,VC_145_0,5,0.2978,0.99999988,0.2978,1,1,1,1.0
493,BeeP-11-2013_NODE_129_length_7142_cov_15_730644,Unassigned,Unassigned,Unassigned,19_0,Clustered,14,VC_19_0,14,0.1181,1.0,0.1181,1,1,1,1.0
494,BeeP-11-2013_NODE_12_length_44834_cov_98_401412,Unassigned,Unassigned,Unassigned,39_0,Clustered,18,VC_39_0,18,0.5808,1.0,0.5808,2,2,2,1.0
497,BeeP-11-2013_NODE_132_length_7010_cov_13_893985,Unassigned,Unassigned,Unassigned,40_0,Clustered,2,VC_40_0,2,0.0162,0.83359475,0.0135,1,1,1,1.0
500,BeeP-11-2013_NODE_133_length_6950_cov_9_394733,Unassigned,Unassigned,Unassigned,520_0,Clustered,4,VC_520_0,4,0.0328,0.9863655,0.0324,1,1,1,1.0
503,BeeP-11-2013_NODE_134_length_6896_cov_17_911571,Unassigned,Unassigned,Unassigned,524_0,Clustered,2,VC_524_0,2,1.0,1.0,1.0,1,1,1,1.0
504,BeeP-11-2013_NODE_136_length_6790_cov_25_384925,Unassigned,Unassigned,Unassigned,525_0,Clustered,2,VC_525_0,2,0.5111,0.5,0.2555,1,1,1,1.0
507,BeeP-11-2013_NODE_13_length_44796_cov_40_206802,Unassigned,Unassigned,Unassigned,73_0,Clustered,20,VC_73_0,20,0.7429,1.0,0.7429,4,2,2,1.0
508,BeeP-11-2013_NODE_140_length_6545_cov_18_510977,Unassigned,Unassigned,Unassigned,477_0,Clustered,5,VC_477_0,5,0.8754,0.99577079,0.8717,1,1,1,1.0
509,BeeP-11-2013_NODE_142_length_6503_cov_54_464052,Unassigned,Unassigned,Unassigned,531_0,Clustered,3,VC_531_0,3,0.7089,0.97616095,0.692,2,2,1,1.0
512,BeeP-11-2013_NODE_143_length_6496_cov_13_802150,Unassigned,Unassigned,Unassigned,535_0,Clustered,2,VC_535_0,2,1.0,1.0,1.0,1,1,1,1.0
515,BeeP-11-2013_NODE_147_length_6465_cov_15_677833,Unassigned,Unassigned,Unassigned,149_0,Clustered,6,VC_149_0,6,0.637,0.99996109,0.637,1,1,1,1.0
518,BeeP-11-2013_NODE_14_length_44651_cov_23_057500,Unassigned,Unassigned,Unassigned,95_0,Clustered,6,VC_95_0,6,0.8742,1.0,0.8742,1,2,2,1.0
523,BeeP-11-2013_NODE_151_length_6344_cov_13_718685,Unassigned,Unassigned,Unassigned,19_0,Clustered,14,VC_19_0,14,0.1181,1.0,0.1181,1,1,1,1.0
525,BeeP-11-2013_NODE_152_length_6338_cov_8_287654,Unassigned,Unassigned,Unassigned,544_0,Clustered,3,VC_544_0,3,0.8869,0.97408504,0.8639,1,2,2,1.0
528,BeeP-11-2013_NODE_153_length_6224_cov_21_378396,Unassigned,Unassigned,Unassigned,520_0,Clustered,4,VC_520_0,4,0.0328,0.9863655,0.0324,1,1,1,1.0
529,BeeP-11-2013_NODE_154_length_6212_cov_17_839935,Unassigned,Unassigned,Unassigned,500_0,Clustered,3,VC_500_0,3,0.0614,0.83057548,0.051,1,1,1,1.0
531,BeeP-11-2013_NODE_157_length_6176_cov_24_464338,Unassigned,Unassigned,Unassigned,524_0,Clustered,2,VC_524_0,2,1.0,1.0,1.0,1,1,1,1.0
532,BeeP-11-2013_NODE_15_length_41656_cov_58_291012,Unassigned,Unassigned,Unassigned,112_1,Clustered,5,VC_112_1,5,0.2294,0.99536464,0.2283,2,2,2,1.0
533,BeeP-11-2013_NODE_164_length_6029_cov_15_518481,Unassigned,Unassigned,Unassigned,512_0,Clustered,4,VC_512_0,4,0.5376,0.99585158,0.5353,1,1,1,1.0
534,BeeP-11-2013_NODE_165_length_6006_cov_14_565863,Unassigned,Unassigned,Unassigned,479_0,Clustered,2,VC_479_0,2,0.1316,0.80863346,0.1064,1,1,1,1.0
538,BeeP-11-2013_NODE_169_length_5958_cov_160_716545,Unassigned,Unassigned,Unassigned,396_0,Clustered,2,VC_396_0,2,0.1811,0.93394109,0.1691,1,1,1,1.0
539,BeeP-11-2013_NODE_16_length_39794_cov_119_743586,Unassigned,Unassigned,Unassigned,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
540,BeeP-11-2013_NODE_171_length_5939_cov_18_388605,Unassigned,Unassigned,Unassigned,549_0,Clustered,2,VC_549_0,2,0.5703,0.87921671,0.5014,1,1,1,1.0
545,BeeP-11-2013_NODE_179_length_5638_cov_10_752922,Unassigned,Unassigned,Unassigned,314_0,Clustered,4,VC_314_0,4,0.1355,0.99422056,0.1347,1,1,1,1.0
549,BeeP-11-2013_NODE_184_length_5528_cov_7_235370,Unassigned,Unassigned,Unassigned,270_0,Clustered,4,VC_270_0,4,1.0,1.0,1.0,1,1,1,1.0
551,BeeP-11-2013_NODE_187_length_5502_cov_19_198157,Unassigned,Unassigned,Unassigned,97_0,Clustered,2,VC_97_0,2,0.0452,0.5,0.0226,1,1,1,1.0
554,BeeP-11-2013_NODE_18_length_39201_cov_66_867652,Unassigned,Unassigned,Unassigned,558_0,Clustered,4,VC_558_0,4,0.5136,0.999981,0.5136,2,2,2,1.0
560,BeeP-11-2013_NODE_195_length_5388_cov_7_906797,Unassigned,Unassigned,Unassigned,540_0,Clustered,2,VC_540_0,2,0.1285,0.57741444,0.0742,1,1,1,1.0
563,BeeP-11-2013_NODE_198_length_5329_cov_13_808264,Unassigned,Unassigned,Unassigned,564_0,Clustered,2,VC_564_0,2,1.0,1.0,1.0,1,1,1,1.0
565,BeeP-11-2013_NODE_19_length_38822_cov_25_676758,Unassigned,Unassigned,Unassigned,8_0,Clustered,2,VC_8_0,2,0.0264,0.943673,0.025,1,1,1,1.0
566,BeeP-11-2013_NODE_1_length_180431_cov_45_996640,Unassigned,Unassigned,Unassigned,59_12,Clustered,2,VC_59_12,2,0.0087,0.9576309,0.0083,1,2,2,1.0
569,BeeP-11-2013_NODE_204_length_5215_cov_14_336707,Unassigned,Unassigned,Unassigned,404_0,Clustered,7,VC_404_0,7,0.8343,0.99999988,0.8343,1,1,1,1.0
574,BeeP-11-2013_NODE_20_length_38757_cov_153_129731,Unassigned,Unassigned,Unassigned,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
593,BeeP-11-2013_NODE_23_length_33677_cov_17_238929,Unassigned,Unassigned,Unassigned,6_2,Clustered,13,VC_6_2,13,0.3979,1.0,0.3979,4,2,2,1.0
608,BeeP-11-2013_NODE_25_length_26816_cov_25_685590,Unassigned,Unassigned,Unassigned,8_0,Clustered,2,VC_8_0,2,0.0264,0.943673,0.025,1,1,1,1.0
627,BeeP-11-2013_NODE_28_length_25225_cov_122_681565,Unassigned,Unassigned,Unassigned,386_0,Clustered,9,VC_386_0,9,0.7964,1.0,0.7964,2,2,2,0.9444
650,BeeP-11-2013_NODE_32_length_21827_cov_13_652920,Unassigned,Unassigned,Unassigned,293_0,Clustered,5,VC_293_0,5,0.1711,0.99998607,0.1711,1,2,2,1.0
665,BeeP-11-2013_NODE_36_length_20719_cov_32_903788,Unassigned,Unassigned,Unassigned,44_0,Clustered,2,VC_44_0,2,0.0373,0.94102764,0.0351,1,1,1,1.0
669,BeeP-11-2013_NODE_37_length_20392_cov_20_476298,Unassigned,Unassigned,Unassigned,19_0,Clustered,14,VC_19_0,14,0.1181,1.0,0.1181,1,1,1,1.0
679,BeeP-11-2013_NODE_3_length_61196_cov_356_638901,Unassigned,Unassigned,Unassigned,292_0,Clustered,4,VC_292_0,4,0.4439,0.99991495,0.4438,1,2,2,1.0
709,BeeP-11-2013_NODE_44_length_16844_cov_31_459414,Unassigned,Unassigned,Unassigned,503_0,Clustered,6,VC_503_0,6,0.4822,1.0,0.4822,1,3,2,1.0
716,BeeP-11-2013_NODE_46_length_16464_cov_16_247696,Unassigned,Unassigned,Unassigned,112_1,Clustered,5,VC_112_1,5,0.2294,0.99536464,0.2283,2,2,2,1.0
726,BeeP-11-2013_NODE_48_length_15799_cov_15_347411,Unassigned,Unassigned,Unassigned,496_0,Clustered,3,VC_496_0,3,0.7429,0.94740375,0.7038,1,2,2,1.0
733,BeeP-11-2013_NODE_49_length_15694_cov_34_943907,Unassigned,Unassigned,Unassigned,472_0,Clustered,2,VC_472_0,2,0.1588,0.919936,0.1461,1,1,1,1.0
737,BeeP-11-2013_NODE_50_length_15669_cov_13_266419,Unassigned,Unassigned,Unassigned,496_0,Clustered,3,VC_496_0,3,0.7429,0.94740375,0.7038,1,2,2,1.0
738,BeeP-11-2013_NODE_51_length_15417_cov_21_108409,Unassigned,Unassigned,Unassigned,461_0,Clustered,3,VC_461_0,3,0.0429,0.97609013,0.0418,1,2,2,1.0
747,BeeP-11-2013_NODE_55_length_14052_cov_203_249589,Unassigned,Unassigned,Unassigned,354_0,Clustered,2,VC_354_0,2,0.0725,0.86113896,0.0624,1,1,1,1.0
761,BeeP-11-2013_NODE_58_length_13366_cov_20_627662,Unassigned,Unassigned,Unassigned,19_0,Clustered,14,VC_19_0,14,0.1181,1.0,0.1181,1,1,1,1.0
765,BeeP-11-2013_NODE_5_length_48957_cov_40_354664,Unassigned,Unassigned,Unassigned,119_0,Clustered,4,VC_119_0,4,0.3634,0.99924856,0.3632,1,2,2,1.0
771,BeeP-11-2013_NODE_60_length_13245_cov_11_725015,Unassigned,Unassigned,Unassigned,133_0,Clustered,12,VC_133_0,12,0.3846,1.0,0.3846,1,1,1,1.0
780,BeeP-11-2013_NODE_64_length_12533_cov_18_075064,Unassigned,Unassigned,Unassigned,202_0,Clustered,3,VC_202_0,3,0.1824,0.7554569,0.1378,1,1,1,1.0
783,BeeP-11-2013_NODE_65_length_12425_cov_14_786119,Unassigned,Unassigned,Unassigned,411_0,Clustered,3,VC_411_0,3,0.5238,0.93067968,0.4875,1,1,1,1.0
794,BeeP-11-2013_NODE_69_length_11839_cov_37_833447,Unassigned,Unassigned,Unassigned,44_0,Clustered,2,VC_44_0,2,0.0373,0.94102764,0.0351,1,1,1,1.0
795,BeeP-11-2013_NODE_6_length_47542_cov_634_671885,Unassigned,Unassigned,Unassigned,54_1,Clustered,6,VC_54_1,6,0.0957,0.99996182,0.0957,1,3,2,0.6
799,BeeP-11-2013_NODE_70_length_11802_cov_32_058849,Unassigned,Unassigned,Unassigned,13_0,Clustered,2,VC_13_0,2,0.0776,0.84000196,0.0652,1,1,1,1.0
813,BeeP-11-2013_NODE_7_length_46934_cov_15_474593,Unassigned,Unassigned,Unassigned,54_1,Clustered,6,VC_54_1,6,0.0957,0.99996182,0.0957,1,3,2,0.6
818,BeeP-11-2013_NODE_80_length_10529_cov_13_810180,Unassigned,Unassigned,Unassigned,491_0,Clustered,4,VC_491_0,4,0.3117,0.99672432,0.3106,1,1,1,1.0
822,BeeP-11-2013_NODE_83_length_10438_cov_21_332207,Unassigned,Unassigned,Unassigned,512_0,Clustered,4,VC_512_0,4,0.5376,0.99585158,0.5353,1,1,1,1.0
827,BeeP-11-2013_NODE_85_length_10196_cov_13_743255,Unassigned,Unassigned,Unassigned,281_0,Clustered,5,VC_281_0,5,0.2234,0.99929366,0.2233,1,1,1,1.0
830,BeeP-11-2013_NODE_86_length_10140_cov_17_806817,Unassigned,Unassigned,Unassigned,19_0,Clustered,14,VC_19_0,14,0.1181,1.0,0.1181,1,1,1,1.0
833,BeeP-11-2013_NODE_88_length_9942_cov_6_839736,Unassigned,Unassigned,Unassigned,71_0,Clustered,3,VC_71_0,3,0.2707,0.91730355,0.2483,1,2,2,1.0
836,BeeP-11-2013_NODE_8_length_46852_cov_48_771438,Unassigned,Unassigned,Unassigned,39_0,Clustered,18,VC_39_0,18,0.5808,1.0,0.5808,2,2,2,1.0
838,BeeP-11-2013_NODE_90_length_9774_cov_15_230999,Unassigned,Unassigned,Unassigned,19_0,Clustered,14,VC_19_0,14,0.1181,1.0,0.1181,1,1,1,1.0
840,BeeP-11-2013_NODE_92_length_9684_cov_27_709379,Unassigned,Unassigned,Unassigned,140_0,Clustered,20,VC_140_0,20,0.6025,1.0,0.6025,1,1,1,1.0
843,BeeP-11-2013_NODE_94_length_9649_cov_23_741433,Unassigned,Unassigned,Unassigned,149_0,Clustered,6,VC_149_0,6,0.637,0.99996109,0.637,1,1,1,1.0
847,BeeP-11-2013_NODE_96_length_9378_cov_12_425868,Unassigned,Unassigned,Unassigned,520_0,Clustered,4,VC_520_0,4,0.0328,0.9863655,0.0324,1,1,1,1.0
849,BeeP-11-2013_NODE_97_length_9353_cov_12_282988,Unassigned,Unassigned,Unassigned,513_0,Clustered,4,VC_513_0,4,0.3029,0.99793896,0.3023,1,1,1,1.0
855,BeeP-11-2013_NODE_9_length_46489_cov_58_922111,Unassigned,Unassigned,Unassigned,39_0,Clustered,18,VC_39_0,18,0.5808,1.0,0.5808,2,2,2,1.0
856,BeeP-14-2013_NODE_2_length_6247_cov_6_674392,Unassigned,Unassigned,Unassigned,383_0,Clustered,3,VC_383_0,3,1.0,1.0,1.0,1,1,1,1.0
866,BeeP-16-2013_NODE_4_length_8336_cov_219_954474,Unassigned,Unassigned,Unassigned,274_0,Clustered,5,VC_274_0,5,0.3956,0.99319171,0.3929,1,1,1,1.0
868,BeeP-16-2013_NODE_5_length_7169_cov_8_529893,Unassigned,Unassigned,Unassigned,289_0,Clustered,4,VC_289_0,4,0.1472,0.67284962,0.099,1,1,1,1.0
871,BeeP-17-2013_NODE_10_length_16751_cov_22_569090,Unassigned,Unassigned,Unassigned,134_0,Clustered,2,VC_134_0,2,1.0,1.0,1.0,1,1,1,1.0
872,BeeP-17-2013_NODE_11_length_14885_cov_30_525864,Unassigned,Unassigned,Unassigned,156_0,Clustered,3,VC_156_0,3,0.6689,0.93940836,0.6284,1,1,1,1.0
873,BeeP-17-2013_NODE_17_length_10330_cov_22_509704,Unassigned,Unassigned,Unassigned,159_0,Clustered,2,VC_159_0,2,1.0,1.0,1.0,1,1,1,1.0
874,BeeP-17-2013_NODE_19_length_10229_cov_23_574370,Unassigned,Unassigned,Unassigned,127_0,Clustered,2,VC_127_0,2,0.5545,0.81445332,0.4516,1,1,1,1.0
875,BeeP-17-2013_NODE_1_length_36113_cov_162_876845,Unassigned,Unassigned,Unassigned,244_0,Clustered,4,VC_244_0,4,0.7324,0.9993122,0.7319,1,1,1,1.0
876,BeeP-17-2013_NODE_20_length_9673_cov_18_480930,Unassigned,Unassigned,Unassigned,234_0,Clustered,2,VC_234_0,2,0.0133,0.95659457,0.0128,1,1,1,1.0
877,BeeP-17-2013_NODE_25_length_5790_cov_15_597584,Unassigned,Unassigned,Unassigned,184_0,Clustered,2,VC_184_0,2,0.2588,0.5,0.1294,1,1,1,1.0
881,BeeP-17-2013_NODE_5_length_26794_cov_41_354606,Unassigned,Unassigned,Unassigned,130_0,Clustered,4,VC_130_0,4,0.0204,0.90963178,0.0186,1,1,1,1.0
882,BeeP-17-2013_NODE_8_length_19907_cov_39_552295,Unassigned,Unassigned,Unassigned,49_1,Clustered,12,VC_49_1,12,0.2944,1.0,0.2944,2,2,2,0.9091
885,BeeP-18-2013_NODE_4_length_5465_cov_6_748886,Unassigned,Unassigned,Unassigned,210_0,Clustered,4,VC_210_0,4,0.3166,0.9104454,0.2883,1,1,1,1.0
887,BeeP-20-2013_NODE_1_length_7781_cov_13_219107,Unassigned,Unassigned,Unassigned,268_0,Clustered,4,VC_268_0,4,0.1861,0.91067297,0.1695,1,1,1,1.0
894,BeeP-25-2013_NODE_11_length_11009_cov_24_098793,Unassigned,Unassigned,Unassigned,207_0,Clustered,6,VC_207_0,6,0.271,0.99998418,0.271,2,2,2,1.0
902,BeeP-25-2013_NODE_14_length_9354_cov_54_339765,Unassigned,Unassigned,Unassigned,366_0,Clustered,7,VC_366_0,7,0.753,0.9999997,0.753,1,1,1,1.0
906,BeeP-25-2013_NODE_16_length_8827_cov_54_463543,Unassigned,Unassigned,Unassigned,349_0,Clustered,2,VC_349_0,2,0.5887,0.76024994,0.4475,1,1,1,1.0
908,BeeP-25-2013_NODE_1_length_36986_cov_111_018017,Unassigned,Unassigned,Unassigned,633_0,Clustered,2,VC_633_0,2,0.0058,0.55382463,0.0032,1,1,1,1.0
912,BeeP-25-2013_NODE_23_length_6579_cov_23_502307,Unassigned,Unassigned,Unassigned,244_0,Clustered,4,VC_244_0,4,0.7324,0.9993122,0.7319,1,1,1,1.0
914,BeeP-25-2013_NODE_25_length_6421_cov_29_401482,Unassigned,Unassigned,Unassigned,19_0,Clustered,14,VC_19_0,14,0.1181,1.0,0.1181,1,1,1,1.0
916,BeeP-25-2013_NODE_27_length_6334_cov_25_604443,Unassigned,Unassigned,Unassigned,247_0,Clustered,2,VC_247_0,2,1.0,1.0,1.0,1,1,1,1.0
918,BeeP-25-2013_NODE_29_length_6202_cov_80_933224,Unassigned,Unassigned,Unassigned,465_0,Clustered,2,VC_465_0,2,1.0,1.0,1.0,1,1,1,1.0
919,BeeP-25-2013_NODE_2_length_26455_cov_55_838881,Unassigned,Unassigned,Unassigned,51_0,Clustered,3,VC_51_0,3,0.0619,0.70299675,0.0435,1,1,1,1.0
922,BeeP-25-2013_NODE_31_length_5853_cov_18_039993,Unassigned,Unassigned,Unassigned,221_0,Clustered,2,VC_221_0,2,0.5764,0.85557782,0.4932,1,1,1,1.0
926,BeeP-25-2013_NODE_36_length_5284_cov_17_769925,Unassigned,Unassigned,Unassigned,314_0,Clustered,4,VC_314_0,4,0.1355,0.99422056,0.1347,1,1,1,1.0
931,BeeP-25-2013_NODE_4_length_19295_cov_37_789104,Unassigned,Unassigned,Unassigned,49_1,Clustered,12,VC_49_1,12,0.2944,1.0,0.2944,2,2,2,0.9091
951,BeeP-32-2013_NODE_4_length_5169_cov_6_513747,Unassigned,Unassigned,Unassigned,330_0,Clustered,3,VC_330_0,3,1.0,1.0,1.0,1,1,1,1.0
955,BeeP-35-2013_NODE_10_length_26028_cov_14_780163,Unassigned,Unassigned,Unassigned,49_1,Clustered,12,VC_49_1,12,0.2944,1.0,0.2944,2,2,2,0.9091
959,BeeP-35-2013_NODE_12_length_23245_cov_25_396581,Unassigned,Unassigned,Unassigned,101_0,Clustered,3,VC_101_0,3,0.3483,0.99453921,0.3464,1,1,1,1.0
961,BeeP-35-2013_NODE_13_length_23067_cov_27_053849,Unassigned,Unassigned,Unassigned,471_0,Clustered,5,VC_471_0,5,0.0572,0.99993506,0.0572,1,2,2,0.8
962,BeeP-35-2013_NODE_14_length_22639_cov_16_783663,Unassigned,Unassigned,Unassigned,213_0,Clustered,11,VC_213_0,11,0.4619,1.0,0.4619,1,2,2,1.0
967,BeeP-35-2013_NODE_18_length_15902_cov_13_453712,Unassigned,Unassigned,Unassigned,462_0,Clustered,3,VC_462_0,3,0.1805,0.85155849,0.1537,1,1,1,1.0
969,BeeP-35-2013_NODE_19_length_15386_cov_11_359135,Unassigned,Unassigned,Unassigned,588_0,Clustered,2,VC_588_0,2,1.0,1.0,1.0,1,1,1,1.0
970,BeeP-35-2013_NODE_1_length_48212_cov_109_842256,Unassigned,Unassigned,Unassigned,54_1,Clustered,6,VC_54_1,6,0.0957,0.99996182,0.0957,1,3,2,0.6
974,BeeP-35-2013_NODE_21_length_14827_cov_14_719051,Unassigned,Unassigned,Unassigned,292_0,Clustered,4,VC_292_0,4,0.4439,0.99991495,0.4438,1,2,2,1.0
978,BeeP-35-2013_NODE_25_length_13628_cov_11_213268,Unassigned,Unassigned,Unassigned,311_0,Clustered,3,VC_311_0,3,0.0273,0.81320707,0.0222,1,1,1,1.0
982,BeeP-35-2013_NODE_2_length_43720_cov_19_440918,Unassigned,Unassigned,Unassigned,49_1,Clustered,12,VC_49_1,12,0.2944,1.0,0.2944,2,2,2,0.9091
985,BeeP-35-2013_NODE_30_length_10752_cov_19_350817,Unassigned,Unassigned,Unassigned,126_0,Clustered,4,VC_126_0,4,0.5091,0.6444873,0.3281,1,1,1,1.0
986,BeeP-35-2013_NODE_31_length_10257_cov_86_170530,Unassigned,Unassigned,Unassigned,145_0,Clustered,5,VC_145_0,5,0.2978,0.99999988,0.2978,1,1,1,1.0
987,BeeP-35-2013_NODE_32_length_10215_cov_18_220655,Unassigned,Unassigned,Unassigned,388_0,Clustered,2,VC_388_0,2,0.1195,0.5767747,0.0689,1,1,1,1.0
995,BeeP-35-2013_NODE_35_length_9617_cov_14_459119,Unassigned,Unassigned,Unassigned,654_0,Clustered,2,VC_654_0,2,1.0,1.0,1.0,1,1,1,1.0
997,BeeP-35-2013_NODE_36_length_9614_cov_11_250917,Unassigned,Unassigned,Unassigned,386_0,Clustered,9,VC_386_0,9,0.7964,1.0,0.7964,2,2,2,0.9444
999,BeeP-35-2013_NODE_39_length_9293_cov_25_646484,Unassigned,Unassigned,Unassigned,145_0,Clustered,5,VC_145_0,5,0.2978,0.99999988,0.2978,1,1,1,1.0
1000,BeeP-35-2013_NODE_3_length_42833_cov_34_126251,Unassigned,Unassigned,Unassigned,303_0,Clustered,2,VC_303_0,2,0.0462,0.95484417,0.0441,1,1,1,1.0
1002,BeeP-35-2013_NODE_41_length_9049_cov_11_747214,Unassigned,Unassigned,Unassigned,355_0,Clustered,4,VC_355_0,4,0.554,0.9803957,0.5431,1,1,1,1.0
1004,BeeP-35-2013_NODE_46_length_8623_cov_17_327756,Unassigned,Unassigned,Unassigned,625_0,Clustered,2,VC_625_0,2,0.3874,0.89640185,0.3473,1,1,1,1.0
1006,BeeP-35-2013_NODE_49_length_8131_cov_11_499007,Unassigned,Unassigned,Unassigned,307_0,Clustered,2,VC_307_0,2,0.0714,0.89435023,0.0639,1,1,1,1.0
1007,BeeP-35-2013_NODE_4_length_41188_cov_35_826810,Unassigned,Unassigned,Unassigned,471_0,Clustered,5,VC_471_0,5,0.0572,0.99993506,0.0572,1,2,2,0.8
1010,BeeP-35-2013_NODE_50_length_7977_cov_6_771519,Unassigned,Unassigned,Unassigned,358_0,Clustered,2,VC_358_0,2,0.088,0.59870633,0.0527,1,1,1,1.0
1015,BeeP-35-2013_NODE_55_length_7329_cov_11_474490,Unassigned,Unassigned,Unassigned,145_0,Clustered,5,VC_145_0,5,0.2978,0.99999988,0.2978,1,1,1,1.0
1016,BeeP-35-2013_NODE_57_length_7194_cov_9_108332,Unassigned,Unassigned,Unassigned,318_0,Clustered,2,VC_318_0,2,0.4763,0.89435023,0.426,1,1,1,1.0
1017,BeeP-35-2013_NODE_58_length_7158_cov_5_354752,Unassigned,Unassigned,Unassigned,265_0,Clustered,3,VC_265_0,3,0.2549,0.77434673,0.1974,1,1,1,1.0
1018,BeeP-35-2013_NODE_5_length_35225_cov_48_222915,Unassigned,Unassigned,Unassigned,303_0,Clustered,2,VC_303_0,2,0.0462,0.95484417,0.0441,1,1,1,1.0
1021,BeeP-35-2013_NODE_63_length_6262_cov_21_267745,Unassigned,Unassigned,Unassigned,654_0,Clustered,2,VC_654_0,2,1.0,1.0,1.0,1,1,1,1.0
1022,BeeP-35-2013_NODE_64_length_6131_cov_9_335646,Unassigned,Unassigned,Unassigned,656_0,Clustered,3,VC_656_0,3,1.0,1.0,1.0,1,1,1,1.0
1023,BeeP-35-2013_NODE_65_length_6125_cov_18_304067,Unassigned,Unassigned,Unassigned,655_0,Clustered,2,VC_655_0,2,1.0,1.0,1.0,1,1,1,1.0
1024,BeeP-35-2013_NODE_6_length_35076_cov_25_069488,Unassigned,Unassigned,Unassigned,133_0,Clustered,12,VC_133_0,12,0.3846,1.0,0.3846,1,1,1,1.0
1025,BeeP-35-2013_NODE_71_length_5651_cov_11_405454,Unassigned,Unassigned,Unassigned,359_0,Clustered,2,VC_359_0,2,0.0683,0.82475843,0.0564,1,1,1,1.0
1026,BeeP-35-2013_NODE_72_length_5650_cov_32_030145,Unassigned,Unassigned,Unassigned,414_0,Clustered,2,VC_414_0,2,0.4677,0.85557782,0.4002,1,1,1,1.0
1027,BeeP-35-2013_NODE_7_length_33611_cov_14_653814,Unassigned,Unassigned,Unassigned,574_0,Clustered,2,VC_574_0,2,0.0623,0.94314813,0.0587,1,1,1,1.0
1028,BeeP-35-2013_NODE_84_length_5250_cov_13_305625,Unassigned,Unassigned,Unassigned,657_0,Clustered,3,VC_657_0,3,0.5695,0.66873971,0.3809,1,1,1,1.0
1029,BeeP-35-2013_NODE_87_length_5092_cov_9_194018,Unassigned,Unassigned,Unassigned,652_0,Clustered,5,VC_652_0,5,0.8384,0.95931944,0.8043,1,1,1,1.0
1031,BeeP-37-2013_NODE_11_length_9174_cov_24_826426,Unassigned,Unassigned,Unassigned,12_0,Clustered,3,VC_12_0,3,0.0222,0.77026189,0.0171,1,1,1,1.0
1039,BeeP-37-2013_NODE_17_length_7689_cov_29_869679,Unassigned,Unassigned,Unassigned,213_0,Clustered,11,VC_213_0,11,0.4619,1.0,0.4619,1,2,2,1.0
1045,BeeP-37-2013_NODE_21_length_6328_cov_13_938570,Unassigned,Unassigned,Unassigned,135_0,Clustered,5,VC_135_0,5,0.3174,0.585412,0.1858,1,1,1,1.0
1047,BeeP-37-2013_NODE_2_length_40678_cov_31_109505,Unassigned,Unassigned,Unassigned,49_1,Clustered,12,VC_49_1,12,0.2944,1.0,0.2944,2,2,2,0.9091
1049,BeeP-37-2013_NODE_33_length_5053_cov_27_856712,Unassigned,Unassigned,Unassigned,140_0,Clustered,20,VC_140_0,20,0.6025,1.0,0.6025,1,1,1,1.0
1052,BeeP-37-2013_NODE_3_length_29184_cov_45_976294,Unassigned,Unassigned,Unassigned,349_0,Clustered,2,VC_349_0,2,0.5887,0.76024994,0.4475,1,1,1,1.0
1071,BeeP-37-2013_NODE_9_length_10235_cov_11_050896,Unassigned,Unassigned,Unassigned,128_0,Clustered,2,VC_128_0,2,1.0,1.0,1.0,1,1,1,1.0
1072,BeeP-38-2013_NODE_10_length_5804_cov_31_211978,Unassigned,Unassigned,Unassigned,140_0,Clustered,20,VC_140_0,20,0.6025,1.0,0.6025,1,1,1,1.0
1073,BeeP-38-2013_NODE_1_length_47472_cov_756_510180,Unassigned,Unassigned,Unassigned,188_0,Clustered,7,VC_188_0,7,0.3528,1.0,0.3528,1,3,2,0.9048
1074,BeeP-38-2013_NODE_2_length_19588_cov_27_430526,Unassigned,Unassigned,Unassigned,213_0,Clustered,11,VC_213_0,11,0.4619,1.0,0.4619,1,2,2,1.0
1075,BeeP-38-2013_NODE_3_length_17236_cov_13_185209,Unassigned,Unassigned,Unassigned,100_0,Clustered,4,VC_100_0,4,0.4045,0.99934188,0.4042,1,1,1,1.0
1076,BeeP-38-2013_NODE_6_length_7660_cov_6_359356,Unassigned,Unassigned,Unassigned,296_0,Clustered,4,VC_296_0,4,0.222,0.993324,0.2205,1,1,1,1.0
1077,BeeP-38-2013_NODE_8_length_6967_cov_14_342525,Unassigned,Unassigned,Unassigned,141_0,Clustered,4,VC_141_0,4,0.3169,0.99990432,0.3168,1,1,1,1.0
1080,BeeP-40-2013_NODE_7_length_8325_cov_15_108632,Unassigned,Unassigned,Unassigned,268_0,Clustered,4,VC_268_0,4,0.1861,0.91067297,0.1695,1,1,1,1.0
1082,BeeP-41-2013_NODE_1_length_8415_cov_13_936076,Unassigned,Unassigned,Unassigned,90_0,Clustered,5,VC_90_0,5,0.448,0.99973695,0.4478,1,1,1,1.0
1095,BeeP-44-2013_NODE_3_length_9437_cov_20_662714,Unassigned,Unassigned,Unassigned,149_0,Clustered,6,VC_149_0,6,0.637,0.99996109,0.637,1,1,1,1.0
